ticket_text,issue_type,department
assistance to inform of a trouble with online payments,payment_issue,PAYMENT
cancel purchase  {{Order Number}},cancel_order,ORDER
canceling order {{Order Number}},cancel_order,ORDER
"I want to sign up to the newsletter, help me",newsletter_subscription,SUBSCRIPTION
how can i see my compensation current status,track_refund,REFUND
can you help me to cancel order {{Order Number}}?,cancel_order,ORDER
would ugive me information about editing my delivery address,change_shipping_address,SHIPPING
"I have got to use the {{Account Type}} profile, I need help",switch_account,ACCOUNT
i dont know what i need to do to obtain a refund of my money,get_refund,REFUND
can ya help me to notify of an error with  signup,registration_problems,ACCOUNT
where to ask for a rebate of my money,get_refund,REFUND
where do I check the status of purchase {{Order Number}}?,track_order,ORDER
I don't know what to do to change to the freemium account,switch_account,ACCOUNT
want help to file a customer claim against ur company,complaint,FEEDBACK
need assistance solving an issue with online paymenst,payment_issue,PAYMENT
can uhelp me retrieving my account pin,recover_password,ACCOUNT
is there a way to submit some feedback about a product?,review,FEEDBACK
"I have got to see the shipment options, I need help",delivery_options,DELIVERY
I want to create a {{Account Type}} account,create_account,ACCOUNT
i do not know how i can see the cancellation charge,check_cancellation_fee,CANCEL
how can I take a quick look at my invoice #37777?,check_invoice,INVOICE
I need information about the removal of a standard account,delete_account,ACCOUNT
could you help me to cancel purchase {{Order Number}}?,cancel_order,ORDER
how can I send some feedback about a product?,review,FEEDBACK
"I want to see your money back guarantee, how could I do it?",check_refund_policy,REFUND
I do not knw how I can locate the bills from {{Person Name}},check_invoice,INVOICE
tell me about unsubscribing from your newslewtter,newsletter_subscription,SUBSCRIPTION
could i open a goddamn standard account for mh mom,create_account,ACCOUNT
where do I order some items?,place_order,ORDER
I want help to make a reclamation,complaint,FEEDBACK
I need assistance requesting a restitution of money,get_refund,REFUND
I need assistance checking the withdrawal charges,check_cancellation_fee,CANCEL
"I have made a mistake, help me change purchase {{Order Number}}",change_order,ORDER
i want  assistance speaking with an assistant,contact_human_agent,CONTACT
I want to see in what cases can Iask to be refunded,check_refund_policy,REFUND
I'm calling to lodge a claim against ur company,complaint,FEEDBACK
list the allowed payment options,check_payment_methods,PAYMENT
I can't check the current status of purchase {{Order Number}},track_order,ORDER
I need help to download the invoice,get_invoice,INVOICE
i get an error when i try to make a transfer report it,payment_issue,PAYMENT
"I have got to talk to customer service, how can I do it?",contact_customer_service,CONTACT
I have to check the cancellation charge,check_cancellation_fee,CANCEL
using {{Account Type}} account,switch_account,ACCOUNT
I need information about opening a {{Account Category}} account,create_account,ACCOUNT
can uhelp me subscribe to ur newsletter,newsletter_subscription,SUBSCRIPTION
check current status of order {{Order Number}},track_order,ORDER
"I want to edit my account, could I get some help?",edit_account,ACCOUNT
help me check the allowed payment methods,check_payment_methods,PAYMENT
i do notuse the bloody {{Account Type}} account i try to delete it,delete_account,ACCOUNT
I do not know how I can sign up to the corporate newsletter,newsletter_subscription,SUBSCRIPTION
"I want to report errors with payment, can I get some help?",payment_issue,PAYMENT
want assistance seeing what methods for delivery I have,delivery_options,DELIVERY
help checking in which situations can I ask to be reimbursed,check_refund_policy,REFUND
i want assistance to change my delivery address,change_shipping_address,SHIPPING
create freemium account for wife,create_account,ACCOUNT
how to contact a human agent,contact_human_agent,CONTACT
I don't know what I have to do to modify the user details,edit_account,ACCOUNT
i cannot pseak to an operator,contact_human_agent,CONTACT
i do not know what to do to check the termination penalty,check_cancellation_fee,CANCEL
help me reset my user profile password,recover_password,ACCOUNT
cancel my newsletter subscription,newsletter_subscription,SUBSCRIPTION
update info on {{Account Category}} account,edit_account,ACCOUNT
can you help me seeing the invoices from {{Person Name}}?,check_invoice,INVOICE
help seeing invoice #00108,check_invoice,INVOICE
i need help taking a quick look at the bill #37777,check_invoice,INVOICE
want help reporting errors with sign-up,registration_problems,ACCOUNT
how to correct some of the details on my user profile,edit_account,ACCOUNT
I try to submit a ne delivery address,set_up_shipping_address,SHIPPING
i try to make a customer reclamation,complaint,FEEDBACK
what do i have to do to talk with an operator,contact_human_agent,CONTACT
i dont know what i need to do to get the bill #12588,get_invoice,INVOICE
I do not know how I could create a standard account,create_account,ACCOUNT
assistance to see at what time I can call customr service,contact_customer_service,CONTACT
error entering a goddamn different shipping address,set_up_shipping_address,SHIPPING
help me to check what delivery methods i can choose,delivery_options,DELIVERY
i want assistance reporting errors with a signup,registration_problems,ACCOUNT
"I have not signed up, help opening a {{Account Category}} account",create_account,ACCOUNT
ned assistance to file a claim against your business,complaint,FEEDBACK
where do i inform  of problems with a registration,registration_problems,ACCOUNT
help me check what hours i can reach customer support,contact_customer_service,CONTACT
I have to shop several articles,place_order,ORDER
where to enter another delivery address?,set_up_shipping_address,SHIPPING
i do not know how i can edit the personal details,edit_account,ACCOUNT
I don't know how I can make a customer reclamation,complaint,FEEDBACK
I try to set up my delivery address,set_up_shipping_address,SHIPPING
wanna swap some fucking products of purchase {{Order Number}},change_order,ORDER
could you help me cancelling order {{Order Number}} ?,cancel_order,ORDER
can you help me demanding a compensation of money?,get_refund,REFUND
can uhelp me set up another shipping address,set_up_shipping_address,SHIPPING
solve a trouble with payment,payment_issue,PAYMENT
report payment issues,payment_issue,PAYMENT
cancel {{Account Category}} acount,delete_account,ACCOUNT
help leaving feedback for your products,review,FEEDBACK
can ushow me hte cancellation fees,check_cancellation_fee,CANCEL
how do I switch several items of purchase {{Order Number}}?,change_order,ORDER
i need assistance opening a platinum account for my daughter,create_account,ACCOUNT
I am waiting for an rebate of {{Currency Symbol}}{{Refund Amount}},track_refund,REFUND
help me modifying purchase {{Order Number}},change_order,ORDER
I try to notify of an error with online payments,payment_issue,PAYMENT
i have got to locate my bill #00108 how can i do it,check_invoice,INVOICE
what do I need to do to check the shipment options?,delivery_options,DELIVERY
I can no longer afford order {{Order Number}},cancel_order,ORDER
want help knowing if there are any updates on my refund,track_refund,REFUND
I have problems with {{Account Type}} account removal,delete_account,ACCOUNT
where do I see what hours customer assistance available is?,contact_customer_service,CONTACT
could you help me find the bill #00108?,check_invoice,INVOICE
where to modify the address,change_shipping_address,SHIPPING
"my delivery address changed, can you help me editing it?",change_shipping_address,SHIPPING
where can I change to the standard account?,switch_account,ACCOUNT
I do not know how I can notify of a payment issue,payment_issue,PAYMENT
i need assistance to solve a problem with  payments,payment_issue,PAYMENT
can you tell me more about a delivery address change?,change_shipping_address,SHIPPING
assistance to demand a rebate,get_refund,REFUND
I don't  know how I can find the invoices from {{Person Name}},check_invoice,INVOICE
d uship to {{Delivery City}},delivery_options,DELIVERY
i cant enter a secondary shipping address,set_up_shipping_address,SHIPPING
i have got to see order {{Order Number}} status i need assistane,track_order,ORDER
whaty do i need to do to check the invoice #00108,check_invoice,INVOICE
i do not know how to look for the invoice #85632,check_invoice,INVOICE
I'm calling to check the shipping options,delivery_options,DELIVERY
I want informatoin about the cancellation of my {{Account Type}} account,delete_account,ACCOUNT
